HOG,Orthogroup,product,genes
N0.HOG0000102,OG0000008,olfactory receptor 10C1-like,
N0.HOG0000102,OG0000008,olfactory receptor 10A7-like,
N0.HOG0000102,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000102,OG0000008,olfactory receptor 6B1-like,
N0.HOG0000102,OG0000008,olfactory receptor 8H2-like,
N0.HOG0000103,OG0000008,olfactory receptor 10A7-like,
N0.HOG0000103,OG0000008,olfactory receptor 10C1-like,
N0.HOG0000104,OG0000008,olfactory receptor 11L1-like,
N0.HOG0000104,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000104,OG0000008,olfactory receptor 11A1-like,
N0.HOG0000105,OG0000008,olfactory receptor 6B1-like,
N0.HOG0000105,OG0000008,olfactory receptor 502-like,
N0.HOG0000105,OG0000008,olfactory receptor 1038-like,
N0.HOG0000106,OG0000008,olfactory receptor 1038-like,
N0.HOG0000106,OG0000008,olfactory receptor 10A7-like,
N0.HOG0000107,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000107,OG0000008,olfactory receptor 11L1-like,
N0.HOG0000107,OG0000008,olfactory receptor 6N1-like,
N0.HOG0000108,OG0000008,olfactory receptor 6C4-like,
N0.HOG0000108,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000109,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000109,OG0000008,olfactory receptor 10A2-like,
N0.HOG0000110,OG0000008,olfactory receptor 1009-like,
N0.HOG0000110,OG0000008,olfactory receptor 6C3-like,
N0.HOG0000111,OG0000008,olfactory receptor 11L1-like,
N0.HOG0000112,OG0000008,olfactory receptor 10A7-like,
N0.HOG0000112,OG0000008,olfactory receptor 10A4-like,
N0.HOG0000113,OG0000008,olfactory receptor 5B21-like,
N0.HOG0000113,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000113,OG0000008,olfactory receptor 1019-like,
N0.HOG0000114,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000114,OG0000008,olfactory receptor 1052-like,
N0.HOG0000114,OG0000008,olfactory receptor 1019-like,
N0.HOG0000115,OG0000008,olfactory receptor 10A2-like,
N0.HOG0000115,OG0000008,olfactory receptor 11L1-like,
N0.HOG0000115,OG0000008,olfactory receptor 10A4-like,
N0.HOG0000116,OG0000008,olfactory receptor 6F1-like,
N0.HOG0000116,OG0000008,olfactory receptor 6N1-like,
N0.HOG0000116,OG0000008,olfactory receptor 2AP1-like,
N0.HOG0000116,OG0000008,olfactory receptor 6C75-like,
N0.HOG0000116,OG0000008,olfactory receptor 1020-like,
N0.HOG0000116,OG0000008,olfactory receptor 11A1-like,
N0.HOG0000119,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000120,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000121,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000122,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000122,OG0000011,metabotropic glutamate receptor 2-like,
N0.HOG0000123,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000124,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000125,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000126,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000127,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000127,OG0000011,vomeronasal type-2 receptor 116-like,
N0.HOG0000128,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000129,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000130,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000131,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000132,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000133,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000134,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000135,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000136,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000137,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000138,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000139,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000140,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000141,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000142,OG0000011,vomeronasal type-2 receptor 26-like,
N0.HOG0000143,OG0000012,nucleoporin GLE1-like,
N0.HOG0000144,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000144,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000145,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000145,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000145,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000146,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000146,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000146,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000146,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000146,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000147,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000147,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000147,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000147,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000148,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000148,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000149,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000149,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000149,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000150,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000150,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000150,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000151,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000151,OG0000013,olfactory receptor 14A2-like,
N0.HOG0000151,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000151,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000151,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000152,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000152,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000152,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000152,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000153,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000153,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000153,OG0000013,olfactory receptor 14A2-like,
N0.HOG0000154,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000154,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000155,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000155,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000155,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000155,OG0000013,olfactory receptor 14K1-like,
N0.HOG0000155,OG0000013,olfactory receptor 14A2-like,
N0.HOG0000156,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000156,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000156,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000157,OG0000013,olfactory receptor 14A2-like,
N0.HOG0000157,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000157,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000157,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000157,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000158,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000158,OG0000013,putative olfactory receptor 14L1,
N0.HOG0000158,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000158,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000159,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000160,OG0000013,olfactory receptor 14A16-like,
N0.HOG0000160,OG0000013,olfactory receptor 14A2-like,
N0.HOG0000160,OG0000013,olfactory receptor 14I1-like,
N0.HOG0000160,OG0000013,olfactory receptor 14C36-like,
N0.HOG0000160,OG0000013,olfactory receptor 14J1-like,
N0.HOG0000161,OG0000014,vomeronasal type-2 receptor 26-like,
N0.HOG0000163,OG0000016,uncharacterized protein K02A2.6-like,
N0.HOG0000165,OG0000018,olfactory receptor 1020-like,
N0.HOG0000165,OG0000018,olfactory receptor 1019-like,
N0.HOG0000165,OG0000018,olfactory receptor 5AS1-like,
N0.HOG0000166,OG0000018,olfactory receptor 1019-like,
N0.HOG0000167,OG0000018,olfactory receptor 1009-like,
N0.HOG0000168,OG0000018,olfactory receptor 12-like,
N0.HOG0000169,OG0000018,olfactory receptor 1020-like,
N0.HOG0000169,OG0000018,olfactory receptor 1030-like,
N0.HOG0000170,OG0000018,olfactory receptor 1030-like,
N0.HOG0000171,OG0000018,olfactory receptor 1038-like,OR5R1
N0.HOG0000171,OG0000018,,OR5R1
N0.HOG0000172,OG0000018,olfactory receptor 5F1-like,OR5F1
N0.HOG0000172,OG0000018,,OR5F1
N0.HOG0000173,OG0000018,olfactory receptor 8D1-like,
N0.HOG0000174,OG0000018,olfactory receptor 1038-like,
N0.HOG0000174,OG0000018,olfactory receptor 1044-like,
N0.HOG0000174,OG0000018,olfactory receptor 1019-like,
N0.HOG0000175,OG0000018,olfactory receptor 1019-like,
N0.HOG0000176,OG0000018,olfactory receptor 1052-like,
N0.HOG0000177,OG0000018,olfactory receptor 1019-like,OLFR1019 OR5AR1
N0.HOG0000177,OG0000018,,OLFR1019 OR5AR1
N0.HOG0000177,OG0000018,olfactory receptor 1019,OLFR1019 OR5AR1
N0.HOG0000178,OG0000018,olfactory receptor 1019-like,
N0.HOG0000178,OG0000018,olfactory receptor 5W2-like,
N0.HOG0000179,OG0000018,olfactory receptor 1019-like,
N0.HOG0000180,OG0000018,olfactory receptor 1019-like,
N0.HOG0000180,OG0000018,olfactory receptor 5AR1-like,
N0.HOG0000181,OG0000018,olfactory receptor 1019-like,
N0.HOG0000182,OG0000018,olfactory receptor 1019-like,OR5AS1
N0.HOG0000182,OG0000018,olfactory receptor 5AS1-like,OR5AS1
N0.HOG0000182,OG0000018,,OR5AS1
N0.HOG0000183,OG0000018,olfactory receptor 1020-like,
N0.HOG0000183,OG0000018,olfactory receptor 5AS1-like,
N0.HOG0000183,OG0000018,olfactory receptor-like protein OLF1,
N0.HOG0000184,OG0000019,uncharacterized protein K02A2.6-like,GIN1
N0.HOG0000184,OG0000019,gypsy retrotransposon integrase 1,GIN1
N0.HOG0000185,OG0000020,H-2 class I histocompatibility antigen  Q9 alpha chain-like,
N0.HOG0000185,OG0000020,major histocompatibility complex class I-related gene protein-like,
N0.HOG0000185,OG0000020,class I histocompatibility antigen  F10 alpha chain-like,
N0.HOG0000185,OG0000020,BOLA class I histocompatibility antigen  alpha chain BL3-6-like,
N0.HOG0000185,OG0000020,major histocompatibility complex class I-related gene protein,
N0.HOG0000186,OG0000020,class I histocompatibility antigen  F10 alpha chain-like,
N0.HOG0000186,OG0000020,major histocompatibility complex class I-related gene protein-like,
N0.HOG0000186,OG0000020,H-2 class I histocompatibility antigen  Q9 alpha chain-like,
N0.HOG0000187,OG0000020,BOLA class I histocompatibility antigen  alpha chain BL3-6-like,
N0.HOG0000187,OG0000020,major histocompatibility complex class I-related gene protein-like,
N0.HOG0000187,OG0000020,H-2 class I histocompatibility antigen  Q9 alpha chain-like,
N0.HOG0000187,OG0000020,class I histocompatibility antigen  F10 alpha chain-like,
N0.HOG0000187,OG0000020,patr class I histocompatibility antigen  B-2 alpha chain-like,
N0.HOG0000187,OG0000020,BOLA class I histocompatibility antigen  alpha chain BL3-7-like,
N0.HOG0000187,OG0000020,RT1 class I histocompatibility antigen  AA alpha chain-like,
N0.HOG0000187,OG0000020,class I histocompatibility antigen  Gogo-OKO alpha chain-like,
N0.HOG0000187,OG0000020,major histocompatibility complex class I-related gene protein,
N0.HOG0000187,OG0000020,patr class I histocompatibility antigen  B-1 alpha chain-like,
N0.HOG0000188,OG0000021,vomeronasal type-2 receptor 26-like,
N0.HOG0000190,OG0000023,zinc finger protein OZF-like,
N0.HOG0000190,OG0000023,zinc finger protein 2-like,
N0.HOG0000190,OG0000023,zinc finger protein 664-like,
N0.HOG0000190,OG0000023,zinc finger protein 525-like,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF26.1-like,
N0.HOG0000190,OG0000023,zinc finger protein 850-like,
N0.HOG0000190,OG0000023,zinc finger protein 2 homolog,
N0.HOG0000190,OG0000023,zinc finger protein 208-like,
N0.HOG0000190,OG0000023,zinc finger protein 420-like,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF57.1-like,
N0.HOG0000190,OG0000023,zinc finger protein 260-like,
N0.HOG0000190,OG0000023,zinc finger protein 239-like,
N0.HOG0000190,OG0000023,zinc finger protein 665-like,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF8.2DB-like,
N0.HOG0000190,OG0000023,zinc finger protein 501-like,
N0.HOG0000190,OG0000023,zinc finger and SCAN domain-containing protein 2-like,
N0.HOG0000190,OG0000023,zinc finger protein 22-like,
N0.HOG0000190,OG0000023,zinc finger protein 658B-like,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF71.1-like,
N0.HOG0000190,OG0000023,zinc finger protein 79-like,
N0.HOG0000190,OG0000023,zinc finger protein 429-like,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF17.1-like,
N0.HOG0000190,OG0000023,zinc finger protein 572-like,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF7.1-like,
N0.HOG0000190,OG0000023,oocyte zinc finger protein XlCOF6.1,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF42.1-like,
N0.HOG0000190,OG0000023,zinc finger protein 502-like,
N0.HOG0000190,OG0000023,oocyte zinc finger protein XlCOF6.1-like,
N0.HOG0000190,OG0000023,zinc finger protein 23-like,
N0.HOG0000190,OG0000023,gastrula zinc finger protein XlCGF52.1-like,
N0.HOG0000190,OG0000023,zinc finger protein 883-like,
N0.HOG0000190,OG0000023,zinc finger protein 160-like,
N0.HOG0000191,OG0000024,zinc finger protein 24-like,
N0.HOG0000191,OG0000024,zinc finger protein with KRAB and SCAN domains 3-like,
N0.HOG0000191,OG0000024,zinc finger and SCAN domain-containing protein 12-like,
N0.HOG0000191,OG0000024,zinc finger protein with KRAB and SCAN domains 4-like,
N0.HOG0000191,OG0000024,zinc finger protein 202-like,
N0.HOG0000191,OG0000024,zinc finger protein 584-like,
N0.HOG0000191,OG0000024,zinc finger protein 3-like,
N0.HOG0000191,OG0000024,zinc finger protein 496-like,
N0.HOG0000191,OG0000024,zinc finger protein 75D-like,
N0.HOG0000191,OG0000024,zinc finger protein 316-like,
N0.HOG0000191,OG0000024,zinc finger protein with KRAB and SCAN domains 5-like,
N0.HOG0000191,OG0000024,putative postmeiotic segregation increased 2-like protein 3,
N0.HOG0000191,OG0000024,zinc finger protein 554-like,
N0.HOG0000191,OG0000024,zinc finger and SCAN domain-containing protein 16-like,
N0.HOG0000191,OG0000024,putative zinc finger protein 75C,
N0.HOG0000191,OG0000024,neurotrophin receptor-interacting factor 1-like,
N0.HOG0000191,OG0000024,zinc finger and SCAN domain-containing protein 31-like,
N0.HOG0000191,OG0000024,zinc finger protein 446-like,
N0.HOG0000191,OG0000024,zinc finger and SCAN domain-containing protein 9-like,
N0.HOG0000191,OG0000024,zinc finger protein 500-like,
N0.HOG0000192,OG0000024,zinc finger protein with KRAB and SCAN domains 3-like,
N0.HOG0000193,OG0000024,zinc finger protein 69 homolog,
N0.HOG0000193,OG0000024,zinc finger protein 773-like,
N0.HOG0000193,OG0000024,zinc finger protein 24-like,
N0.HOG0000193,OG0000024,zinc finger protein 202-like,
N0.HOG0000193,OG0000024,zinc finger and SCAN domain-containing protein 9-like,
N0.HOG0000194,OG0000024,zinc finger protein 382-like,
N0.HOG0000194,OG0000024,putative zinc finger protein 75C,
N0.HOG0000195,OG0000024,zinc finger protein 621-like,
N0.HOG0000195,OG0000024,zinc finger protein 202-like,
N0.HOG0000195,OG0000024,zinc finger protein 197-like,
N0.HOG0000195,OG0000024,zinc finger and SCAN domain-containing protein 16-like,
N0.HOG0000195,OG0000024,zinc finger protein 766-like,
N0.HOG0000196,OG0000024,zinc finger protein 557-like,
N0.HOG0000196,OG0000024,zinc finger protein 565-like,
N0.HOG0000196,OG0000024,zinc finger protein 213-like,
N0.HOG0000196,OG0000024,zinc finger protein with KRAB and SCAN domains 5-like,
N0.HOG0000196,OG0000024,zinc finger protein 701-like,
N0.HOG0000196,OG0000024,zinc finger protein 202-like,
N0.HOG0000196,OG0000024,zinc finger protein 197-like,
N0.HOG0000197,OG0000024,zinc finger protein 197-like,
N0.HOG0000197,OG0000024,zinc finger protein 287,
N0.HOG0000197,OG0000024,zinc finger and SCAN domain-containing protein 26-like,
N0.HOG0000197,OG0000024,zinc finger protein 263-like,
N0.HOG0000198,OG0000024,zinc finger protein 232-like,
N0.HOG0000198,OG0000024,zinc finger and SCAN domain-containing protein 9-like,
N0.HOG0000199,OG0000025,H-2 class II histocompatibility antigen  E-S beta chain-like,
N0.HOG0000199,OG0000025,rano class II histocompatibility antigen  A beta chain-like,
N0.HOG0000199,OG0000025,DLA class II histocompatibility antigen  DR-1 beta chain-like,
N0.HOG0000199,OG0000025,H-2 class II histocompatibility antigen  I-E beta chain-like,
N0.HOG0000199,OG0000025,HLA class II histocompatibility antigen  DR beta 4 chain-like,
N0.HOG0000199,OG0000025,HLA class II histocompatibility antigen  DR beta 5 chain-like,
N0.HOG0000199,OG0000025,HLA class II histocompatibility antigen  DRB1-4 beta chain-like,
N0.HOG0000199,OG0000025,HLA class II histocompatibility antigen  DRB1-1 beta chain-like,
N0.HOG0000199,OG0000025,HLA class II histocompatibility antigen  DRB1-9 beta chain-like,
N0.HOG0000199,OG0000025,H-2 class II histocompatibility antigen  E-B beta chain-like,
N0.HOG0000199,OG0000025,DLA class II histocompatibility antigen  DR-1 beta chain,
N0.HOG0000199,OG0000025,HLA class II histocompatibility antigen  DRB1-16 beta chain-like,
N0.HOG0000200,OG0000026,zinc finger protein 79-like,
N0.HOG0000200,OG0000026,zinc finger protein 329-like,
N0.HOG0000200,OG0000026,putative zinc finger protein 56,
N0.HOG0000200,OG0000026,zinc finger protein 3-like,
N0.HOG0000200,OG0000026,zinc finger protein 32-like,
N0.HOG0000201,OG0000026,zinc finger protein 436-like,
N0.HOG0000201,OG0000026,endothelial zinc finger protein induced by tumor necrosis factor alpha-like,
N0.HOG0000201,OG0000026,gastrula zinc finger protein XlCGF17.1-like,
N0.HOG0000201,OG0000026,zinc finger protein 572-like,
N0.HOG0000201,OG0000026,zinc finger protein 22-like,
N0.HOG0000201,OG0000026,zinc finger protein 2-like,
N0.HOG0000201,OG0000026,zinc finger protein 3-like,
N0.HOG0000201,OG0000026,zinc finger protein 391-like,
N0.HOG0000201,OG0000026,zinc finger protein 883-like,
N0.HOG0000201,OG0000026,gastrula zinc finger protein XlCGF49.1-like,
N0.HOG0000201,OG0000026,zinc finger protein 501-like,
N0.HOG0000201,OG0000026,gastrula zinc finger protein XlCGF71.1-like,
N0.HOG0000201,OG0000026,zinc finger protein 239-like,
N0.HOG0000201,OG0000026,gastrula zinc finger protein XlCGF9.1-like,
N0.HOG0000201,OG0000026,oocyte zinc finger protein XlCOF6.1-like,
N0.HOG0000201,OG0000026,zinc finger protein 544-like,
N0.HOG0000201,OG0000026,zinc finger protein 664-like,
N0.HOG0000201,OG0000026,putative zinc finger protein 702,
N0.HOG0000201,OG0000026,zinc finger protein 329,
N0.HOG0000201,OG0000026,zinc finger protein 79-like,
N0.HOG0000201,OG0000026,zinc finger protein OZF-like,
N0.HOG0000201,OG0000026,zinc finger protein 70-like,
N0.HOG0000201,OG0000026,zinc finger protein 570-like,
N0.HOG0000201,OG0000026,zinc finger protein 697,
N0.HOG0000201,OG0000026,zinc finger protein 300-like,
N0.HOG0000201,OG0000026,zinc finger protein 774-like,
N0.HOG0000201,OG0000026,zinc finger protein 180-like,
N0.HOG0000201,OG0000026,zinc finger protein 41 homolog,
N0.HOG0000201,OG0000026,zinc finger protein 10-like,
N0.HOG0000201,OG0000026,zinc finger protein 329-like,
N0.HOG0000202,OG0000027,GTPase IMAP family member 2-like,GIMAP2
N0.HOG0000202,OG0000027,GTPase IMAP family member 5-like,GIMAP2
N0.HOG0000202,OG0000027,GTPase IMAP family member 1-like,GIMAP2
N0.HOG0000202,OG0000027,GTPase IMAP family member 3-like,GIMAP2
N0.HOG0000202,OG0000027,GTPase IMAP family member 2,GIMAP2
N0.HOG0000202,OG0000027,GTPase  IMAP family member 2,GIMAP2
N0.HOG0000203,OG0000028,vomeronasal type-2 receptor 26-like,
N0.HOG0000204,OG0000029,zinc finger and SCAN domain-containing protein 2-like,
N0.HOG0000204,OG0000029,zinc finger protein 271-like,
N0.HOG0000204,OG0000029,zinc finger protein 883-like,
N0.HOG0000204,OG0000029,zinc finger protein 850-like,
N0.HOG0000204,OG0000029,zinc finger protein OZF-like,
N0.HOG0000204,OG0000029,zinc finger protein 658B-like,
N0.HOG0000204,OG0000029,zinc finger protein 721-like,
