# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17600at32523	Complete	chr5	2589207	2624879	-	1413.7	995	https://www.orthodb.org/v10?query=17600at32523	ERCC excision repair 6, chromatin remodeling factor
17660at32523	Complete	chr2	110143137	110238012	-	2135.1	1129	https://www.orthodb.org/v10?query=17660at32523	isoleucine--tRNA ligase, cytoplasmic
17705at32523	Complete	chr11	18519824	18589574	+	1860.0	1042	https://www.orthodb.org/v10?query=17705at32523	Zinc finger protein 536
17731at32523	Complete	chr2	112427918	112464088	-	1635.0	1066	https://www.orthodb.org/v10?query=17731at32523	nischarin isoform X1
17735at32523	Complete	chr1	161122786	161695305	-	1529.6	1412	https://www.orthodb.org/v10?query=17735at32523	nck-associated protein 5
17780at32523	Complete	chr1	334753170	334812263	+	1435.7	1972	https://www.orthodb.org/v10?query=17780at32523	fibronectin type III domain-containing protein 1
17799at32523	Complete	chr1	116763309	116815452	-	2007.9	1127	https://www.orthodb.org/v10?query=17799at32523	Ubiquitin specific peptidase 47
17816at32523	Complete	chr3	51792547	51873583	+	2289.2	1226	https://www.orthodb.org/v10?query=17816at32523	trafficking protein particle complex 8 
17894at32523	Complete	chr6	68273540	68313139	-	2236.2	1183	https://www.orthodb.org/v10?query=17894at32523	WD repeat domain 19
17963at32523	Complete	chr5	44068772	44195488	-	2333.6	1444	https://www.orthodb.org/v10?query=17963at32523	Transmembrane protein 131
18041at32523	Complete	chr14	3797008	3821466	-	2506.9	1441	https://www.orthodb.org/v10?query=18041at32523	nucleoporin NUP188 homolog
18042at32523	Complete	chr1	79701298	79761532	+	2897.1	2631	https://www.orthodb.org/v10?query=18042at32523	MAX gene-associated protein
18091at32523	Complete	chr6	58891604	58956060	-	2226.6	1129	https://www.orthodb.org/v10?query=18091at32523	WD repeat domain 17
18116at32523	Complete	chr1	349459098	349532225	-	2070.5	1329	https://www.orthodb.org/v10?query=18116at32523	centrosomal protein of 170 kDa isoform X1
18124at32523	Complete	chr2	91722550	91948758	-	1998.1	1252	https://www.orthodb.org/v10?query=18124at32523	plexin-D1
18158at32523	Complete	chr13	11196746	11277552	-	2130.2	1212	https://www.orthodb.org/v10?query=18158at32523	Intraflagellar transport 140
18178at32523	Complete	chr4	214422012	214468694	+	2366.2	2556	https://www.orthodb.org/v10?query=18178at32523	golgin subfamily B member 1 isoform X1
18213at32523	Complete	chr1	144838232	144858106	+	2063.5	1297	https://www.orthodb.org/v10?query=18213at32523	Zinc finger protein 142
18367at32523	Complete	chr11	1395298	1435098	-	2128.7	1007	https://www.orthodb.org/v10?query=18367at32523	splicing factor 3B subunit 3
18382at32523	Complete	chr2	119296875	119379205	+	1478.7	1080	https://www.orthodb.org/v10?query=18382at32523	macrophage-stimulating protein receptor
18391at32523	Complete	chr2	105182725	105291328	+	1870.2	1310	https://www.orthodb.org/v10?query=18391at32523	serine/threonine-protein kinase WNK2
18447at32523	Complete	chr2	217529062	217580809	+	1772.7	1507	https://www.orthodb.org/v10?query=18447at32523	Extra spindle pole bodies like 1, separase
18779at32523	Complete	chr2	287935708	287997776	-	2080.1	1087	https://www.orthodb.org/v10?query=18779at32523	RIC1 homolog, RAB6A GEF complex partner 1
19148at32523	Complete	chr7	28736769	28760183	-	1622.5	987	https://www.orthodb.org/v10?query=19148at32523	Cell adhesion associated, oncogene regulated
19185at32523	Complete	chr1	333685629	333833707	+	2504.0	1334	https://www.orthodb.org/v10?query=19185at32523	AT-rich interaction domain 1B 
19303at32523	Complete	chr10	2658899	2670704	+	2370.3	1427	https://www.orthodb.org/v10?query=19303at32523	pseudopodium-enriched atypical kinase 1
19325at32523	Complete	chr6	29852240	29918464	+	1065.3	901	https://www.orthodb.org/v10?query=19325at32523	pro-epidermal growth factor
19432at32523	Complete	chr1	141982590	142183120	+	1926.8	1121	https://www.orthodb.org/v10?query=19432at32523	nuclear pore complex protein Nup160
19449at32523	Complete	chr1	370586832	370619705	-	2402.4	1199	https://www.orthodb.org/v10?query=19449at32523	Dispatched RND transporter family member 1
19568at32523	Complete	chr2	335109579	335187456	+	3352.1	2136	https://www.orthodb.org/v10?query=19568at32523	microtubule-associated protein 1B
19590at32523	Complete	chr15	10644259	10669604	-	2062.0	1081	https://www.orthodb.org/v10?query=19590at32523	Dispatched RND transporter family member 3
19671at32523	Complete	chr1	76906861	76954950	+	2536.7	1452	https://www.orthodb.org/v10?query=19671at32523	eukaryotic translation initiation factor 2-alpha kinase 4
19733at32523	Fragmented	chr2	336810956	336883070	-	788.7	901	https://www.orthodb.org/v10?query=19733at32523	putative ankyrin repeat domain-containing protein 31
19880at32523	Complete	chr5	115150373	115292075	-	1517.3	1064	https://www.orthodb.org/v10?query=19880at32523	rho GTPase-activating protein 31
20050at32523	Complete	scaffold_42	838743	874194	+	1864.4	1029	https://www.orthodb.org/v10?query=20050at32523	sterol regulatory element-binding protein cleavage-activating protein
20131at32523	Complete	chr1	284936269	285023022	+	2047.0	1122	https://www.orthodb.org/v10?query=20131at32523	unconventional myosin-VI
20196at32523	Complete	chr2	208140998	208167344	+	1994.4	1020	https://www.orthodb.org/v10?query=20196at32523	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
20202at32523	Complete	chr11	21606662	21644397	+	1943.4	1185	https://www.orthodb.org/v10?query=20202at32523	Enhancer of mRNA decapping 4
20220at32523	Complete	chr2	120666806	120741764	-	2639.6	1435	https://www.orthodb.org/v10?query=20220at32523	lysine-specific demethylase 3B
20284at32523	Complete	chr5	122570589	122635524	-	2205.2	1149	https://www.orthodb.org/v10?query=20284at32523	Zinc finger MYM-type containing 2
20411at32523	Complete	chr1	431782645	431835001	-	1728.1	1080	https://www.orthodb.org/v10?query=20411at32523	carboxypeptidase D
20444at32523	Complete	chr1	345236749	345268614	-	1760.5	1165	https://www.orthodb.org/v10?query=20444at32523	probable methyltransferase TARBP1
20483at32523	Complete	chr3	66501396	66505049	-	2019.4	1069	https://www.orthodb.org/v10?query=20483at32523	dermatan-sulfate epimerase-like protein
20531at32523	Complete	chr13	18444113	18459706	-	1985.6	1064	https://www.orthodb.org/v10?query=20531at32523	protein flightless-1 homolog
20577at32523	Complete	chr3	262895585	262911692	+	1232.9	946	https://www.orthodb.org/v10?query=20577at32523	Additional sex combs like 1, transcriptional regulator
20626at32523	Complete	chr2	177591487	177656368	+	2626.4	1796	https://www.orthodb.org/v10?query=20626at32523	envoplakin
20833at32523	Complete	chr10	270978	283076	-	1791.2	1008	https://www.orthodb.org/v10?query=20833at32523	Regulatory factor X7
20862at32523	Complete	chr1	356502953	356538019	-	1930.2	1047	https://www.orthodb.org/v10?query=20862at32523	exportin-5
20880at32523	Complete	chr1	193925323	194066765	-	1545.7	1257	https://www.orthodb.org/v10?query=20880at32523	coiled-coil domain-containing protein 141
20946at32523	Complete	chr1	172891979	172946354	+	2684.9	1503	https://www.orthodb.org/v10?query=20946at32523	methyl-CpG-binding domain protein 5
21070at32523	Complete	chr2	250517824	250540852	-	2407.8	1035	https://www.orthodb.org/v10?query=21070at32523	DNA-directed RNA polymerase II subunit RPB2
21151at32523	Complete	chr3	202138848	202209573	+	1877.4	1166	https://www.orthodb.org/v10?query=21151at32523	UHRF1-binding protein 1
21202at32523	Complete	chr2	127289861	127315997	+	2101.5	1193	https://www.orthodb.org/v10?query=21202at32523	Gem nuclear organelle associated protein 5
21233at32523	Complete	chr1	346497961	346587518	+	2000.0	1073	https://www.orthodb.org/v10?query=21233at32523	Methionine synthase
21248at32523	Complete	chr3	55433323	55717793	+	2365.4	1095	https://www.orthodb.org/v10?query=21248at32523	Zinc finger protein 521
21312at32523	Complete	chr2	119936055	119984230	+	1789.7	1227	https://www.orthodb.org/v10?query=21312at32523	Fanconi anemia group D2 protein
21496at32523	Complete	chr3	161451300	161473388	+	1489.2	884	https://www.orthodb.org/v10?query=21496at32523	zinc finger protein 644 isoform X1
21577at32523	Complete	chr2	289943487	289967302	-	1485.2	936	https://www.orthodb.org/v10?query=21577at32523	KN motif and ankyrin repeat domain-containing protein 1 isoform X1
21644at32523	Complete	chr4	49341010	49444637	-	2093.5	1119	https://www.orthodb.org/v10?query=21644at32523	VPS8, CORVET complex subunit
21786at32523	Complete	chr2	101513356	101557276	+	1900.0	1349	https://www.orthodb.org/v10?query=21786at32523	protein FAM208A
21789at32523	Complete	chr1	305147178	305201405	-	1908.9	1201	https://www.orthodb.org/v10?query=21789at32523	adenylate kinase 9
21815at32523	Complete	chr2	63434852	63479482	+	1755.6	1151	https://www.orthodb.org/v10?query=21815at32523	SET domain containing 5 
21870at32523	Complete	chr2	297899182	297925380	-	1851.5	1193	https://www.orthodb.org/v10?query=21870at32523	Kinesin family member 27
21947at32523	Complete	chr5	43528338	43569336	+	1655.3	1045	https://www.orthodb.org/v10?query=21947at32523	DNA repair protein REV1
22014at32523	Complete	chr1	136990409	137012333	+	1916.1	1001	https://www.orthodb.org/v10?query=22014at32523	DNA damage-binding protein 1
22043at32523	Complete	chr3	42435395	42445440	+	2144.2	1043	https://www.orthodb.org/v10?query=22043at32523	deubiquitinating protein VCIP135
22166at32523	Complete	chr3	41311492	41364806	+	2155.1	1248	https://www.orthodb.org/v10?query=22166at32523	Nuclear receptor coactivator
22175at32523	Complete	chr4	54059323	54079023	-	629.4	682	https://www.orthodb.org/v10?query=22175at32523	Peroxisome proliferator-activated receptor gamma, coactivator-related 1
22270at32523	Complete	chr13	19312764	19330666	-	1532.3	1069	https://www.orthodb.org/v10?query=22270at32523	KIAA0556
22306at32523	Complete	chr1	61367127	61431066	-	1858.1	1900	https://www.orthodb.org/v10?query=22306at32523	YLP motif-containing protein 1
22318at32523	Complete	chr13	13004574	13040333	+	2459.4	1379	https://www.orthodb.org/v10?query=22318at32523	Meiosis regulator and mRNA stability factor 1
22537at32523	Complete	chr5	2229752	2242796	-	1675.1	1078	https://www.orthodb.org/v10?query=22537at32523	retinol-binding protein 3
22579at32523	Complete	chr1	65231150	65287139	+	2067.7	1271	https://www.orthodb.org/v10?query=22579at32523	bromodomain adjacent to zinc finger domain protein 1A
22580at32523	Complete	chr1	77654905	77681003	+	1695.0	1071	https://www.orthodb.org/v10?query=22580at32523	Dispatched RND transporter family member 2
22697at32523	Complete	chr3	14710136	14745290	+	1963.7	1001	https://www.orthodb.org/v10?query=22697at32523	WASH complex subunit strumpellin
22810at32523	Complete	chr2	65291976	65302635	-	1196.1	879	https://www.orthodb.org/v10?query=22810at32523	WD repeat domain 6
22830at32523	Complete	chr2	132377618	132521887	+	1889.7	1082	https://www.orthodb.org/v10?query=22830at32523	vascular endothelial growth factor receptor 3
22832at32523	Missing
22945at32523	Complete	chr4	187295059	187372866	-	2437.9	1055	https://www.orthodb.org/v10?query=22945at32523	DNA-directed RNA polymerase III subunit RPC2
22986at32523	Complete	chrZ	68077601	68139234	+	1512.2	894	https://www.orthodb.org/v10?query=22986at32523	nephrocystin-3
22989at32523	Complete	chr3	259983072	260143234	-	1310.7	903	https://www.orthodb.org/v10?query=22989at32523	Regulator of telomere elongation helicase 1
22990at32523	Complete	chr2	64616119	64839447	+	1762.7	911	https://www.orthodb.org/v10?query=22990at32523	ubiquitin carboxyl-terminal hydrolase 19 isoform X1
23180at32523	Complete	chr7	41769533	41783747	-	1645.3	1009	https://www.orthodb.org/v10?query=23180at32523	serine/threonine-protein kinase SIK3 isoform X1
23197at32523	Complete	chr9	15835793	15840571	+	1932.1	1280	https://www.orthodb.org/v10?query=23197at32523	AT-hook DNA-binding motif-containing protein 1
23307at32523	Complete	chr13	14211015	14238146	-	1767.5	943	https://www.orthodb.org/v10?query=23307at32523	tectonin beta-propeller repeat-containing protein 1
23478at32523	Complete	chr12	1578385	1604781	-	1903.4	1267	https://www.orthodb.org/v10?query=23478at32523	histone-lysine N-methyltransferase SETD1B
23479at32523	Complete	chr3	236929228	236955029	+	1955.9	1160	https://www.orthodb.org/v10?query=23479at32523	Nuclear receptor coactivator
23533at32523	Complete	chr4	112415672	112451481	+	1748.8	891	https://www.orthodb.org/v10?query=23533at32523	WAPL cohesin release factor
23538at32523	Complete	chr10	20462397	20489269	+	1679.6	1066	https://www.orthodb.org/v10?query=23538at32523	Fanconi anemia group I protein
23586at32523	Complete	chr3	17439509	17499460	+	2129.0	984	https://www.orthodb.org/v10?query=23586at32523	transcription initiation factor TFIID subunit 2
23613at32523	Fragmented	chr3	20180607	20216630	+	1324.1	723	https://www.orthodb.org/v10?query=23613at32523	Transcriptional repressor GATA binding 1
23620at32523	Complete	chr13	4030181	4130086	-	1709.7	806	https://www.orthodb.org/v10?query=23620at32523	ubiquitin carboxyl-terminal hydrolase 7
23679at32523	Complete	chr1	144475480	144519098	-	1788.7	1406	https://www.orthodb.org/v10?query=23679at32523	Cilia and flagella associated protein 65
23710at32523	Complete	chr15	15757012	15781226	+	1540.7	1086	https://www.orthodb.org/v10?query=23710at32523	nephrocystin-4
23829at32523	Complete	chr2	326346497	326415388	+	1403.3	991	https://www.orthodb.org/v10?query=23829at32523	uncharacterized protein KIAA0825 homolog isoform X1
24068at32523	Complete	chr1	112567795	112635312	+	2054.1	1501	https://www.orthodb.org/v10?query=24068at32523	glutamine and serine-rich protein 1
24081at32523	Complete	scaffold_42	620186	643531	-	1644.0	925	https://www.orthodb.org/v10?query=24081at32523	putative ATP-dependent RNA helicase DHX30 isoform X1
24147at32523	Complete	chr5	29987973	30045754	-	1970.1	1117	https://www.orthodb.org/v10?query=24147at32523	tripeptidyl-peptidase 2
24191at32523	Complete	chr14	8488311	8515787	+	1344.2	853	https://www.orthodb.org/v10?query=24191at32523	Ring finger and CCCH-type domains 2
24250at32523	Complete	chr1	409772101	409810509	+	1751.7	887	https://www.orthodb.org/v10?query=24250at32523	myotubularin-related protein 4
24294at32523	Complete	chr3	4373863	4418321	-	1541.0	945	https://www.orthodb.org/v10?query=24294at32523	DENN domain-containing protein 3
24340at32523	Complete	chr4	52884349	52928061	-	1734.0	1228	https://www.orthodb.org/v10?query=24340at32523	canalicular multispecific organic anion transporter 1
24343at32523	Complete	chr1	398690992	398746289	-	1829.1	947	https://www.orthodb.org/v10?query=24343at32523	exportin-1
24568at32523	Complete	chr14	1108348	1137494	-	1783.5	1359	https://www.orthodb.org/v10?query=24568at32523	probable helicase senataxin
24654at32523	Complete	chr9	16789584	16890856	-	2688.5	1733	https://www.orthodb.org/v10?query=24654at32523	AT-rich interaction domain 1A 
24655at32523	Complete	chr2	371134965	371230264	-	1918.5	1100	https://www.orthodb.org/v10?query=24655at32523	SET-binding protein
24779at32523	Complete	chr4	187811492	187846870	-	2124.5	1041	https://www.orthodb.org/v10?query=24779at32523	WASH complex subunit 4 
24887at32523	Complete	chr1	49411606	49447741	+	2357.1	1745	https://www.orthodb.org/v10?query=24887at32523	Thyroid hormone receptor interactor 11
24974at32523	Complete	chr6	106526413	106537205	-	1795.7	1043	https://www.orthodb.org/v10?query=24974at32523	insulin receptor-related protein
25058at32523	Complete	chr2	122857679	122980312	-	1152.0	1025	https://www.orthodb.org/v10?query=25058at32523	cadherin-related family member 2
25102at32523	Complete	chr15	11521086	11558982	-	1967.8	1010	https://www.orthodb.org/v10?query=25102at32523	ubiquitin conjugation factor E4 B isoform X1
25134at32523	Complete	chr4	128358928	128584894	+	2405.3	1294	https://www.orthodb.org/v10?query=25134at32523	cystic fibrosis transmembrane conductance regulator
25136at32523	Complete	chr11	27561811	27594442	-	3516.3	2273	https://www.orthodb.org/v10?query=25136at32523	Ankyrin repeat domain 11
25257at32523	Complete	chr1	408645309	408679928	-	2045.4	1128	https://www.orthodb.org/v10?query=25257at32523	tyrosine-protein kinase BAZ1B
25276at32523	Complete	chrZ	54128763	54177470	-	2079.2	973	https://www.orthodb.org/v10?query=25276at32523	ATP-citrate synthase
25345at32523	Complete	chr4	69741167	69791045	+	1931.7	988	https://www.orthodb.org/v10?query=25345at32523	WD repeat domain 11
25748at32523	Complete	chr6	54547379	54573932	-	1857.1	976	https://www.orthodb.org/v10?query=25748at32523	trafficking protein particle complex subunit 11
25837at32523	Complete	chr8	27343148	27355141	+	1914.9	859	https://www.orthodb.org/v10?query=25837at32523	O-linked N-acetylglucosamine (GlcNAc) transferase
25975at32523	Complete	chr2	248505172	248538065	-	1826.0	1109	https://www.orthodb.org/v10?query=25975at32523	Condensin complex subunit 1
25978at32523	Complete	chr1	79460215	79507842	-	1596.8	1093	https://www.orthodb.org/v10?query=25978at32523	RNA polymerase II-associated protein 1
25979at32523	Complete	chr1	174917942	174970474	+	2336.2	2023	https://www.orthodb.org/v10?query=25979at32523	Replication timing regulatory factor 1
26094at32523	Complete	chr2	243998030	244025388	+	558.5	727	https://www.orthodb.org/v10?query=26094at32523	CST complex subunit CTC1
26466at32523	Complete	chr5	122234983	122309045	+	2116.6	1062	https://www.orthodb.org/v10?query=26466at32523	exportin-4
