Orthogroup,Gene,LRT P-value (Test),LRT Adj. p-value (Test),LRT P-value (Background),LRT Adj. p-value (Background),LRT Distributions,LRT Adj. p-value (Distributions),Signal
OG0005510,HHIP,6.435901811485677e-10,2.3480731145277006e-9,1.6978057293393082e-8,7.163730268991893e-8,0.2054316218449277,0.518915719628139,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005511,ANAPC10,0.5,0.5,3.142580085047086e-10,1.5469788427757383e-9,0.7592910120075245,1,No evidence of episodic diversifying selection on test branches
OG0005512,ABCE1,0.5,0.5,0.4615613263524485,0.5,0.9993712318510564,1,No significant signals
OG0005513,OTUD4,0.5,0.5,0.1106714560060571,0.19239670154206873,1,1,No significant signals
OG0005514,MMAA,0.5,0.5,0.07621495144782309,0.13812862614229549,0.9988431183285272,1,No significant signals
OG0005515,REELD1,0.5,0.5,0.409290546974426,0.5,0.4768456370796188,0.9846390224974996,No significant signals
OG0005516,POU4F2,0.06709795234846538,0.15969903179967532,2.474551504072497e-5,7.443437162406462e-5,0.9638094520431302,1,No evidence of episodic diversifying selection on test branches
OG0005517,TTC29,0,0,0,0,0.3236844481696964,0.7429249945107439,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005518,MAP1LC3C,7.236822460712777e-4,0.00193175390422604,0.00419478385899713,0.00944617733951631,0.3509654154161089,0.7919829739272506,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005519,WDR64,0.00431547224930689,0.01115141739190859,0,0,9.89950854328292e-4,0.00493777215755448,No evidence of episodic diversifying selection on test branches
OG0005520,OPN3,0.5,0.5,0.4547408839430583,0.5,0.9989784868391436,1,No significant signals
OG0005521,RAD51B,0,0,0.1355792626738718,0.2308742501337439,0,0,Selection associated with trait
OG0005522,TMEM229B,0.03352187535841072,0.08234411278787576,1.274179844357182e-6,4.394879383446415e-6,0.7538923380731563,1,No evidence of episodic diversifying selection on test branches
OG0005523,PIGH,0.5,0.5,0.373143803357062,0.5,0.9090278314480664,1,No significant signals
OG0005524,ARG2,0,0,0.1180495344397929,0.20383093995250753,3.166335550641719e-6,2.4554266797354424e-5,Selection associated with trait
OG0005525,VTI1B,3.8857805861880484e-16,2.00761463838038e-15,0.1787961839847089,0.29545582894857186,4.486051450314221e-6,3.378789316885925e-5,Selection associated with trait
OG0005526,RDH11,0.5,0.5,0.00274516335717034,0.00636566015352415,0.6195908190408352,1,No evidence of episodic diversifying selection on test branches
OG0005527,ZFYVE26,6.772360450213455e-15,3.234437490957353e-14,0,0,0.995548097100492,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005528,NA,1.143864364183678e-5,3.349916144719306e-5,0.00157873589516704,0.00377831317388706,0.4467759022443359,0.9410519526074638,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005529,PLEK2,9.378442467067316e-12,3.7349765812241394e-11,6.010991969018775e-4,0.00152280809425903,0.4924156329569499,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005530,EIF2S1,0,0,0.5,0.5,0,0,Selection associated with trait
OG0005531,ATP6V1D,0.5,0.5,0.5,0.5,0.7823404265922699,1,No significant signals
OG0005532,MPP5,0.5,0.5,0.3592115525619142,0.5,0.9946743412419792,1,No significant signals
OG0005533,GPHN,3.453357189098227e-8,1.150764463398385e-7,0.00221777032996195,0.00520547448752122,0.4286961140442505,0.9131026755941284,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005534,GUCA1C,0.5,0.5,0.5,0.5,0.9999999173195652,1,No significant signals
OG0005535,NA,0.5,0.5,0.1139704269605305,0.1973019600464795,0.9040912901742556,1,No significant signals
OG0005537,MATN1,5.551115123125783e-17,2.9987110034663246e-16,0.00583572205380061,0.01287667992187418,4.42703579291992e-4,0.00238701356709837,Selection associated with trait
OG0005538,PUM1,5.717648576819556e-15,2.7443444694285324e-14,4.157785227221211e-14,2.9396628559127744e-13,0.1091212931389132,0.3094153574128947,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005539,NKAIN1,0.5,0.5,0,0,1.978445022371433e-4,0.00112641205418436,No evidence of episodic diversifying selection on test branches
OG0005540,SNRNP40,1.0833167696233659e-11,4.300469414825968e-11,0.5,0.5,0,0,Selection associated with trait
OG0005541,SERINC2,0.5,0.5,0.1075797528170441,0.18781423862794025,0.9932765822993884,1,No significant signals
OG0005542,HAAO,5.184830342841451e-11,1.9933150505086588e-10,0.5,0.5,1.928394625105856e-5,1.3223714013998474e-4,Selection associated with trait
OG0005543,MTA3,0,0,0.01520059385967165,0.03162162001480732,5.211499951496279e-5,3.3064751158540175e-4,Selection associated with trait
OG0005544,KCNG3,0.5,0.5,0.01796114672438553,0.03681567118731226,0.9377080694292182,1,No significant signals
OG0005545,NA,0.5,0.5,0.5,0.5,0.8139252403618954,1,No significant signals
OG0005546,NT5DC4,0.03374599396781774,0.08282411565442278,3.386360074852934e-6,1.1159771549039331e-5,0.9333139072801148,1,No evidence of episodic diversifying selection on test branches
OG0005547,SLC20A1,0.2565001418346849,0.5,1.293459783724416e-11,7.231008377487788e-11,0.4722424703407819,0.9795748653713148,No evidence of episodic diversifying selection on test branches
OG0005548,MRPS24,0.3787550569740167,0.5,0.05217710008402066,0.09803313593728068,0.5247835384765043,1,No significant signals
OG0005549,NPC1L1,0.5,0.5,8.19915465632981e-7,2.8926002607369823e-6,0.1783040805679985,0.4625430195549938,No evidence of episodic diversifying selection on test branches
OG0005550,DDX56,8.676506606242196e-6,2.5609307015832186e-5,0.04180247313230628,0.08012372148105837,0.2048316053901729,0.5178535533294059,Selection associated with trait. No difference between FG-BG dist
OG0005551,NA,0,0,0.3093114297156169,0.47376656862990246,2.512323682424267e-12,4.1730612567561627e-11,Selection associated with trait
OG0005552,PSD4,0,0,0.1687973675965793,0.28105055439551757,0.01683611324515355,0.06126985871470093,Selection associated with trait. No difference between FG-BG dist
OG0005553,POLB,2.122396269843563e-8,7.141219797521848e-8,6.968905452708896e-10,3.3118565506723112e-9,0.1914134483117627,0.4903765487536989,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005554,UFM1,5.981645839758798e-8,1.969755064584195e-7,0.02502602176407204,0.04989062251699595,0.1706884257833126,0.4465711403505303,Selection associated with trait. No difference between FG-BG dist
OG0005555,KANSL3,0,0,0.5,0.5,0,0,Selection associated with trait
OG0005556,DUSP11,0.5,0.5,3.7969627442180354e-14,2.6933537367592516e-13,0.02027355407121567,0.07223027457072886,No evidence of episodic diversifying selection on test branches
OG0005557,STAMBP,0.5,0.5,1.455604687949918e-6,4.994747502401487e-6,0.2105757295630568,0.5288225083107062,No evidence of episodic diversifying selection on test branches
OG0005558,IL1B,2.730115578053471e-10,1.0135744406896068e-9,0.03902607332201458,0.0752018789865763,1.037897451217074e-5,7.410861834020262e-5,Selection associated with trait
OG0005559,GFRA2,0.5,0.5,5.761540688986598e-10,2.7585031896978254e-9,0.01116827207225746,0.04310893243234436,No evidence of episodic diversifying selection on test branches
OG0005560,PBDC1,0.5,0.5,0.03261763083425695,0.06367538399270464,0.9913338020134442,1,No significant signals
OG0005561,NDUFA10,0.5,0.5,0.2175533007660265,0.3504013148760829,0.9727981371728136,1,No significant signals
OG0005562,FHIP2B FAM160B2,0.5,0.5,4.57973860875649e-5,1.3322036275690308e-4,0.8666447056818466,1,No evidence of episodic diversifying selection on test branches
OG0005563,REEP4,0.5,0.5,5.699676901627093e-5,1.6408850268356906e-4,0.9711324513945088,1,No evidence of episodic diversifying selection on test branches
OG0005564,SFTPB,0,0,0,0,1.271205363195804e-13,2.417804662219008e-12,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005565,USP39,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0005566,CUNH2ORF68 C13H2ORF68,5.831826686650277e-4,0.00156298012221342,0.5,0.5,0.0175207001152814,0.06344106225842897,Selection associated with trait. No difference between FG-BG dist
OG0005567,TMEM150A,0.5,0.5,1.457575681762524e-6,4.99756733358672e-6,0.1732916464160228,0.4522514801219123,No evidence of episodic diversifying selection on test branches
OG0005568,RNF181,0.5,0.5,1.325038460912586e-4,3.643750505477445e-4,0.7139489003088126,1,No evidence of episodic diversifying selection on test branches
OG0005569,VAMP5,1.539509679182594e-6,4.722763829722144e-6,0.00362192460021726,0.00823329012090364,8.699461935576247e-4,0.00438724612998116,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005570,TGFA,0.5,0.5,5.542476311348743e-6,1.7870562592552914e-5,0.900920456713602,1,No evidence of episodic diversifying selection on test branches
OG0005571,FAM136A,0.294679520910706,0.5,0.4712427058906686,0.5,0.913561252170509,1,No significant signals
OG0005572,PCYOX1,0.5,0.5,0.5,0.5,0.6856587265648357,1,No significant signals
OG0005573,MXD1,0.5,0.5,0.01417284829998722,0.02962604569760613,0.5180813157070832,1,No significant signals
OG0005574,SNRNP27,0,0,9.178375351970304e-7,3.2144743138790366e-6,1.550481965457706e-4,8.999242742502339e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005575,ADD2,2.101840923529608e-11,8.230466675215035e-11,0.4874127883474306,0.5,0.0044232246448429,0.01909156412791546,Selection associated with trait. No difference between FG-BG dist
OG0005576,TACR1,0,0,7.071683806937901e-4,0.00177592430833547,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005577,NA,0.5,0.5,0.01129040039801038,0.02394223588620556,0.155958992033179,0.41451754209309927,No significant signals
OG0005578,SLC4A5,0.5,0.5,0,0,2.5934216563161533e-07,2.333001144881496e-6,No evidence of episodic diversifying selection on test branches
OG0005579,MTHFD2,2.10589101712344e-10,7.862114263238245e-10,0,0,0.1570358857525797,0.4166120647770769,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005580,BOLA3,1.053827025643272e-10,3.996415021874178e-10,2.463140802433372e-12,1.489320499638392e-11,0.01436872302726477,0.05334102912352682,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005581,TET3,0.5,0.5,0.1120225488831746,0.19451106300862625,0.9874541406923858,1,No significant signals
OG0005582,DGUOK,0.5,0.5,4.732175156022533e-4,0.00121556081330421,0.3596696094677733,0.806425390703042,No evidence of episodic diversifying selection on test branches
OG0005583,GMCL1,0.5,0.5,0.30419593035973,0.4668075112320237,1,1,No significant signals
OG0005584,AAK1,0,0,0,0,5.5924154196418385e-12,8.978991287862797e-11,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005585,NFU1,1.75394120409289e-4,4.827801265973242e-4,4.745368250014259e-7,1.7247550119959428e-6,0.5493249904815245,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005586,GKN1,0.1055282181495055,0.24457450451682392,1.109213892402927e-7,4.296838417571589e-7,0.9999491948924998,1,No evidence of episodic diversifying selection on test branches
OG0005587,BMP10,0.5,0.5,0.5,0.5,0.870154923307283,1,No significant signals
OG0005588,ARHGAP25,0,0,9.325873406851317e-15,7.017922475034024e-14,0.312421809795533,0.7227207543358842,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005589,PCNA,0.5,0.5,0.5,0.5,0.9679684897923676,1,No significant signals
OG0005590,TMEM230,0.2785496891274235,0.5,0.00988967251393524,0.02116874250200237,0.3846584553662179,0.8457404148219638,No significant signals
OG0005591,SLC23A2,0.5,0.5,0.4933030955748799,0.5,0.1135370958420751,0.31921703294909615,No significant signals
OG0005592,RASSF2,1.2490009027033011e-14,5.867998812157636e-14,0.09427867322911632,0.16705316095920816,0,0,Selection associated with trait
OG0005594,FAHD2A,0.5,0.5,5.8394257762550694e-9,2.5651974958229115e-8,0.1057596643970928,0.3019611137223494,No evidence of episodic diversifying selection on test branches
OG0005595,GPAT2,9.150542313296484e-5,2.5561263130815935e-4,0.5,0.5,1,1,Selection associated with trait. No difference between FG-BG dist
OG0005596,ADRA2B,0,0,0.5,0.5,1.0674658046383461e-8,1.1390689362934953e-7,Selection associated with trait
OG0005597,RERGL,0.5,0.5,0.1258420431304046,0.2159502362186241,0.9886183956664858,1,No significant signals
OG0005599,PPP2R1A,0.5,0.5,0.5,0.5,0.182380055636765,0.4708582939977817,No significant signals
OG0005600,IGLON5,5.551115123125783e-17,2.9987110034663246e-16,1.110223024625157e-16,9.734417482377009e-16,0.23559045367357281,0.5785909634021701,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005601,ETFB,0.3619402041972869,0.5,0.5,0.5,0.9354266182506156,1,No significant signals
OG0005602,NA,0.5,0.5,0.02083591926245959,0.04218859272281827,0.9443883084069564,1,No significant signals
OG0005604,NA,0.5,0.5,2.506464351602622e-4,6.670031518686681e-4,0.9976930747358832,1,No evidence of episodic diversifying selection on test branches
OG0005605,NA,0.5,0.5,0.2362308187734469,0.3759362827630396,0.9700885009084445,1,No significant signals
OG0005606,USF2,6.429562438015067e-10,2.346749613605331e-9,0,0,0.7716129910053017,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005607,PRL,0.5,0.5,0.5,0.5,0.7621464778773868,1,No significant signals
OG0005608,SOX4,0,0,9.731104810839497e-14,6.645190881962189e-13,2.155692219529826e-5,1.4643140084624108e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005609,E2F3,0.499457620023618,0.5,1.329792397863905e-7,5.092045757130192e-7,0.9842877180191532,1,No evidence of episodic diversifying selection on test branches
OG0005610,MBOAT1,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0005611,ID4,0.4908174342264636,0.5,0.5,0.5,0.8376640714176667,1,No significant signals
OG0005612,RNF144B,0,0,0.5,0.5,1.580357952279954e-7,1.4642845523587498e-6,Selection associated with trait
OG0005613,KDM1B,2.109423746787797e-15,1.0401682680741651e-14,0.5,0.5,0.8934324431201073,1,Selection associated with trait. No difference between FG-BG dist
OG0005614,TPMT,0.5,0.5,3.268544679357888e-8,1.3456701072865445e-7,0.9936774592097,1,No evidence of episodic diversifying selection on test branches
OG0005615,NHLRC1,0.5,0.5,0.5,0.5,0.996112711277508,1,No significant signals
OG0005616,KIF13A,0.1445232946252069,0.32689612955738123,0,0,4.553518720407101e-5,2.9146561395268527e-4,No evidence of episodic diversifying selection on test branches
OG0005617,NOL7,0.4865623283254579,0.5,4.952866304586134e-5,1.4349549715396185e-4,0.2355040169918762,0.5785909634021701,No evidence of episodic diversifying selection on test branches
OG0005618,MCUR1,0,0,1.482288856491376e-6,5.076267417521317e-6,6.850138234426595e-10,8.432588375636948e-9,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005619,RNF182,0.5,0.5,0.5,0.5,0.8516328514095293,1,No significant signals
OG0005620,NHS,1.019722143807966e-5,2.9934448549912272e-5,9.85657985494437e-4,0.00242947428267412,0.4002612349291056,0.8701400804558833,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005621,PTTG1IP2,0.5,0.5,0.01534468563607483,0.03189708156762141,0.9284075020735194,1,No significant signals
OG0005622,CLDN12,0.5,0.5,0.5,0.5,0.9191922645152654,1,No significant signals
OG0005623,GTPBP10,0.5,0.5,4.399656759451753e-5,1.281974060481329e-4,0.894542213303648,1,No evidence of episodic diversifying selection on test branches
